id,price
188533,23658.649256558572
188534,84943.5883506397
188535,43730.47015153589
188536,45653.264006377314
188537,28697.795391365744
188538,21585.556416227766
188539,23339.414024229227
188540,34947.27733218444
188541,48885.974938041894
188542,35401.32793558673
188543,19413.53302150309
188544,16584.574134879425
188545,36781.53021471228
188546,84108.61284681248
188547,28025.853240878874
188548,81707.22697318924
188549,26747.80509444762
188550,19657.895770361087
188551,65897.44022291715
188552,46862.63461894329
188553,60184.46609757307
188554,25998.64914137286
188555,56020.40540494961
188556,17831.67248072137
188557,22366.46515978955
188558,50601.9634984309
188559,48553.94326388737
188560,16810.29232638869
188561,74146.18579766908
188562,33151.890292803495
188563,80379.93158448164
188564,34773.616063926675
188565,40499.085064504776
188566,38364.29345140928
188567,17825.2266700401
188568,40571.92479106631
188569,29833.515952393125
188570,20175.220804935117
188571,42181.651776462255
188572,81669.85162153772
188573,27944.865642195593
188574,41650.89844964468
188575,34891.11691142893
188576,33543.3163078746
188577,18368.597486551567
188578,36173.97251204349
188579,41939.41833937975
188580,50048.683537773795
188581,83005.45825004468
188582,27409.84047589806
188583,78000.3776437262
188584,37817.15935545691
188585,44194.92109792245
188586,44893.60884367872
188587,61235.04544124081
188588,34218.94175101657
188589,25455.90903902752
188590,31680.060028399344
188591,30443.187578055586
188592,31099.000759083545
188593,45405.9772054327
188594,60184.46609757307
188595,32783.42198456483
188596,58747.84481853117
188597,36469.929682691116
188598,25765.989957561073
188599,18927.632240327715
188600,41238.25500502645
188601,57243.33328640682
188602,33721.41815398233
188603,57180.946264394595
188604,19358.52079570042
188605,40864.40964722782
188606,31026.60184892344
188607,63049.08385856548
188608,33642.81282754063
188609,44263.085376684256
188610,47320.2052393413
188611,23070.019405539533
188612,67087.85532392969
188613,23609.173650411416
188614,25616.292804881974
188615,20637.994211229765
188616,52141.549455304135
188617,41220.932913619195
188618,35368.799816422485
188619,66453.0740956177
188620,14544.912999331389
188621,32965.69715527298
188622,88288.4257795693
188623,71732.64226874264
188624,42806.577336486414
188625,36556.79146783477
188626,23520.066130080464
188627,87773.3477210361
188628,49350.34721614957
188629,21310.644868985844
188630,30702.948700976187
188631,68418.14660161981
188632,59578.22126209435
188633,47799.26702100877
188634,18230.062226126574
188635,20844.680508194215
188636,56398.36259377312
188637,21047.666468853513
188638,38378.58828162388
188639,22472.716499555914
188640,16552.38645515058
188641,29338.403699849903
188642,16598.614806198584
188643,70678.51676292493
188644,56315.317121816086
188645,54366.447621008694
188646,15688.198821540915
188647,23391.161273060814
188648,31266.291781539705
188649,38781.511236734295
188650,86152.86241076923
188651,44820.11448332765
188652,59017.18577493455
188653,63982.17934837229
188654,18348.049580565556
188655,24036.166946726058
188656,27222.944067571272
188657,36332.90136742879
188658,18631.645571759604
188659,48328.34600348103
188660,21916.27518153823
188661,65958.94923412452
188662,18656.217691839694
188663,29436.818896894714
188664,69170.87483121583
188665,161400.63024376857
188666,34492.19658668136
188667,15446.594238788728
188668,16564.493309713813
188669,34865.950848607725
188670,50188.92395674469
188671,26863.40326872908
188672,21240.998361374222
188673,39244.411589951815
188674,22683.679228243782
188675,44231.37130254788
188676,37830.88683000683
188677,17918.49838427349
188678,31267.031860872383
188679,50197.03057766509
188680,43170.777881173795
188681,22693.030937085423
188682,19254.37562211226
188683,18637.11640831313
188684,56599.740450361525
188685,42397.97722642563
188686,76473.71968790617
188687,21183.7418486305
188688,38005.55914448657
188689,16187.505291236554
188690,37131.61048583375
188691,49445.71363827478
188692,40457.209819817006
188693,16425.41718450816
188694,18508.92901692276
188695,34291.856488047684
188696,81751.06880597054
188697,29757.23856304489
188698,45159.87408811686
188699,49180.28505396283
188700,90827.19466033201
188701,46258.651912311376
188702,20973.389154498538
188703,59841.56535543798
188704,53451.76344358426
188705,19860.93894181239
188706,61097.667114550015
188707,17249.84926637707
188708,39706.38414087705
188709,19272.655830896318
188710,23886.79599545787
188711,31418.055268498047
188712,45879.50225433222
188713,38893.92614673671
188714,32184.792277495224
188715,41857.2536163126
188716,60510.92201784694
188717,17142.81107376889
188718,27907.268828562188
188719,50139.692544188736
188720,21028.63162670594
188721,62630.60638399196
188722,54548.858314640915
188723,20561.11417466995
188724,27591.076720525845
188725,23879.31829864029
188726,40458.7701230409
188727,18808.8584834754
188728,44295.415896949766
188729,21546.695648494177
188730,45587.15276527241
188731,59619.84852411908
188732,36037.7880241985
188733,21264.32853790585
188734,20475.16814555706
188735,16156.82642028543
188736,19919.645588574396
188737,69558.12680336615
188738,42798.38715341721
188739,61027.92219861381
188740,87287.9846974706
188741,49214.16915954619
188742,25325.903218707383
188743,21211.15792681386
188744,67219.86224573838
188745,38354.50978427662
188746,38542.23156703497
188747,37195.564727846504
188748,51130.78354552567
188749,46514.38618606533
188750,14982.573453270874
188751,50466.29529957389
188752,66827.39753704616
188753,19920.342125238603
188754,48070.81528928069
188755,45180.83436254718
188756,42878.609214019685
188757,26070.865634743048
188758,19182.871488806166
188759,17737.192296355024
188760,17525.024233044598
188761,49614.62038775291
188762,43076.51214725299
188763,29443.464492490595
188764,18111.975752348404
188765,71826.01947399872
188766,30073.607948813955
188767,17777.957366362687
188768,25234.389165469758
188769,85757.00257674248
188770,36173.65843923422
188771,19000.278871788003
188772,15109.46466683112
188773,29215.94410187533
188774,41902.98804060132
188775,32197.28220192899
188776,16928.768175092406
188777,24987.509959382405
188778,28894.825752621957
188779,61110.338386210904
188780,34834.38357261963
188781,65024.04140695661
188782,26060.718241142415
188783,15865.5502433763
188784,41678.88470050948
188785,40223.684020579625
188786,36577.11108531395
188787,17116.338044346507
188788,29767.48401879234
188789,42831.76629014082
188790,18516.23154235793
188791,15698.34298098233
188792,53630.053845288254
188793,25367.37141916872
188794,26336.963446687347
188795,47705.23304036514
188796,33447.204206744645
188797,86186.39926492226
188798,18236.399605705465
188799,19705.424897786816
188800,51757.43812622099
188801,52982.46642100308
188802,30291.661267135423
188803,99518.32101558658
188804,15638.36318513947
188805,22027.20276714764
188806,55484.79337525255
188807,42994.20513680861
188808,66469.78246006662
188809,38224.50526040473
188810,29709.626838819757
188811,52404.71959667627
188812,21585.058569563218
188813,16966.297800278087
188814,36482.73017043526
188815,29982.358187108777
188816,28214.0460874564
188817,37256.29761160308
188818,38217.13191902625
188819,42759.16153255767
188820,31516.962068010034
188821,36219.579813778895
188822,20014.541630240088
188823,43232.32008502456
188824,18347.394578098978
188825,19860.133346664352
188826,16855.33597288333
188827,37582.423350346144
188828,32575.364845852047
188829,46672.9084209445
188830,54832.076785263176
188831,49060.700948473066
188832,17171.978570536165
188833,27145.038551810554
188834,24613.59411722422
188835,23750.770478587827
188836,30997.23937249831
188837,52943.94214157915
188838,33730.811904228256
188839,21182.594026559997
188840,30704.863120201717
188841,57124.34801051419
188842,17629.303529122673
188843,45729.720599719934
188844,37542.93768849422
188845,21688.32809818379
188846,30854.636979158742
188847,46124.77116118223
188848,39298.631756174895
188849,30378.365718277335
188850,63926.36229271934
188851,65664.55675593221
188852,55839.801730495485
188853,18081.3666041837
188854,22035.87314945835
188855,47895.70625136886
188856,81233.20958226007
188857,88834.7291619206
188858,50322.274759279084
188859,42595.08308382162
188860,15411.971750928447
188861,42680.28773222459
188862,67357.33284752963
188863,41541.10172328644
188864,19642.75376729289
188865,19260.525008263467
188866,43928.411950175585
188867,19048.029900339443
188868,51666.40359334209
188869,31495.311305735755
188870,15800.843525134263
188871,18869.95661313204
188872,46175.21380443879
188873,28862.097326392653
188874,33718.31221518412
188875,23752.00038520473
188876,28032.97156429451
188877,28424.283490034588
188878,73989.8753952268
188879,121856.51917705534
188880,44378.00346177292
188881,20837.135638243497
188882,43570.176233018254
188883,32509.397999462257
188884,66035.53515178728
188885,44439.2633410357
188886,52126.493971572825
188887,80990.17770688886
188888,81802.32448247627
188889,60406.3883292336
188890,18272.1762515041
188891,44348.64199174522
188892,26783.33629824141
188893,80834.78072111997
188894,16144.341818734678
188895,36892.7397211134
188896,28055.17456485556
188897,19715.814764533636
188898,20286.713833884423
188899,118176.7770064367
188900,17495.74333487221
188901,15998.881596971967
188902,75385.15439019425
188903,53005.526815485704
188904,27111.485010170014
188905,33114.737953530734
188906,40301.15499729542
188907,80672.64261012046
188908,22708.20315437024
188909,29907.69068627876
188910,22143.022914529698
188911,38597.78368366253
188912,30481.857591351265
188913,55179.03738996253
188914,40527.6284166068
188915,48041.04777159011
188916,16706.76643242883
188917,40699.15624360929
188918,20264.775499203057
188919,70797.9761871524
188920,19145.643574635145
188921,57026.01346132962
188922,31256.72592619365
188923,35574.64830837628
188924,51341.246282649045
188925,49899.78972565676
188926,46125.560769913325
188927,14303.329668894992
188928,56601.85448212722
188929,28299.966622080705
188930,19780.961980949247
188931,43639.461716791746
188932,33062.36190260052
188933,61836.42516849464
188934,22961.022479477124
188935,35453.74858033764
188936,39867.73097262093
188937,29457.078107297675
188938,21307.080006385044
188939,41070.632829256494
188940,21955.777815564394
188941,84973.66078778167
188942,47891.17411443554
188943,43825.18649511816
188944,45690.26305310235
188945,17871.038600023086
188946,35333.45384248461
188947,36658.64492670786
188948,59688.78761534247
188949,120520.27734522939
188950,36600.73462242427
188951,27091.8776444143
188952,15654.889765602853
188953,19289.408062361643
188954,22663.187927794283
188955,51527.41513600393
188956,36855.63716766596
188957,46330.65571370459
188958,26541.874529912064
188959,26718.20366151882
188960,41202.36313145798
188961,47907.49761327384
188962,21563.598321885456
188963,53869.93013139826
