id,price
188533,15909.787918890213
188534,76417.58956943775
188535,54497.508671094285
188536,46644.144512207626
188537,33752.6970449794
188538,18318.053586620747
188539,9000.0
188540,47926.38681719781
188541,57277.35470900542
188542,39856.93461026371
188543,26604.865733118055
188544,14118.127691510685
188545,45756.61621812146
188546,95569.97613782148
188547,9000.0
188548,115927.69907516157
188549,30985.31055774513
188550,9903.875292004172
188551,94707.04669946761
188552,55129.280446866615
188553,68009.37041101928
188554,28259.869927770367
188555,67331.77677081389
188556,19873.279420611707
188557,15437.329645590942
188558,72193.14797948013
188559,28224.533381688725
188560,12611.712600252735
188561,86515.38338420048
188562,31263.0781494409
188563,86727.18539891261
188564,41507.24103440196
188565,56496.95458265845
188566,43678.597515749134
188567,14684.602986407202
188568,52888.36129410655
188569,25724.830287283952
188570,10880.485232300793
188571,42048.43719988552
188572,96280.55635917615
188573,24085.8140642014
188574,38600.998111382214
188575,54925.37395155689
188576,38741.762178423785
188577,13339.917711764077
188578,33984.77709365697
188579,60290.73593918231
188580,67335.48348850288
188581,98958.23156730921
188582,33953.174177409994
188583,91863.69109770769
188584,40023.03486034213
188585,50371.109907916776
188586,42443.85830580679
188587,75577.8256935236
188588,30622.812237686387
188589,9000.0
188590,26856.972248990347
188591,28212.594746376762
188592,45425.88184473626
188593,45763.68627552749
188594,69504.92752332633
188595,37745.13734135174
188596,51216.85949387212
188597,38440.21816046376
188598,31217.549554900175
188599,14127.591912897273
188600,40207.86338100894
188601,63470.17026856259
188602,40297.09896905828
188603,103485.20072984285
188604,9000.0
188605,49392.01415263579
188606,39988.87821476071
188607,47579.708184950956
188608,10849.159154463296
188609,50038.89674438894
188610,43207.635619308305
188611,27423.613286684584
188612,90630.86666361478
188613,30200.089503827472
188614,9000.0
188615,33254.45182473105
188616,57427.41052602246
188617,44463.85788096386
188618,30545.430088320423
188619,81189.35423460169
188620,18421.287016504353
188621,36181.53834154396
188622,100087.55102368424
188623,74699.9946039257
188624,48504.32770593188
188625,37034.63776744748
188626,13334.087482929315
188627,86074.94882817703
188628,65713.17857336593
188629,27892.819732452885
188630,29123.230997669652
188631,81081.67262879116
188632,59054.644112334674
188633,54512.22690231059
188634,9000.0
188635,28609.9314691289
188636,65138.04106278872
188637,12155.688096850847
188638,40054.396842526185
188639,22682.072618446222
188640,9000.0
188641,33759.33731304409
188642,9000.0
188643,77859.97964379066
188644,76109.17163697127
188645,64721.586404690024
188646,9000.0
188647,24108.188244361107
188648,31687.236012177334
188649,44044.79261013513
188650,95542.03628096238
188651,57477.48576186216
188652,69874.61773573494
188653,78699.50397394915
188654,9000.0
188655,15325.510151046938
188656,35408.7363864182
188657,39841.636065545754
188658,9340.03017517671
188659,61235.85727071299
188660,9639.605574554791
188661,80091.7768787359
188662,9000.0
188663,20098.591993894977
188664,90966.76723306169
188665,126453.00421497886
188666,30465.323344448898
188667,9000.0
188668,17178.323606521848
188669,32915.93485626942
188670,65156.50000787442
188671,24161.227662576795
188672,24236.348922808098
188673,50317.09827906554
188674,14094.8276722992
188675,9000.0
188676,55144.18791412262
188677,11259.941783946966
188678,37596.00318943584
188679,48202.2582719505
188680,55671.0325216809
188681,9000.0
188682,9584.052303742528
188683,9000.0
188684,70333.46458681187
188685,36840.01556566861
188686,87733.21009111361
188687,9000.0
188688,45017.30572915994
188689,9385.95374999885
188690,28850.07199685476
188691,59800.575639181974
188692,33599.01916210572
188693,12206.357161067104
188694,11594.77542665132
188695,42266.24683832549
188696,72954.76173135088
188697,39768.35358598127
188698,38468.23216268225
188699,59966.83574564956
188700,101741.5878120118
188701,42687.77187826295
188702,9000.0
188703,76429.8539522255
188704,49951.65880802015
188705,19284.50956689563
188706,77863.93466588427
188707,9000.0
188708,36968.0559949069
188709,12881.741050745271
188710,21144.972484837836
188711,35263.73959906856
188712,53276.03907074712
188713,42776.045988683385
188714,28439.509400333303
188715,47449.67265717339
188716,68003.51075820517
188717,10054.242718085441
188718,31201.27547455861
188719,66856.14210715928
188720,13200.845322255247
188721,74297.00925485257
