id,price
188533,15724.43454995468
188534,74870.41526184123
188535,54741.8086224254
188536,47172.12614695181
188537,35519.874421965294
188538,17947.19979953929
188539,9000.0
188540,48805.727992973894
188541,57215.11207163454
188542,41095.64498785457
188543,25669.645112217706
188544,14140.729672646545
188545,46110.505042380115
188546,98008.99039726645
188547,9000.0
188548,117857.66892869896
188549,29725.09635891806
188550,10240.129190544016
188551,97545.86513042686
188552,55556.964484298114
188553,67129.86263034916
188554,27182.961561274064
188555,66618.49806350766
188556,19648.965620086346
188557,15132.717699667475
188558,70953.06232353974
188559,27176.257513236564
188560,12735.144005211561
188561,90418.04263501475
188562,29979.294329348577
188563,89902.72702070195
188564,42771.007050822955
188565,56639.15715435297
188566,44732.02570380135
188567,14659.701391274106
188568,53190.01116497915
188569,24810.041510904222
188570,11095.063094743951
188571,43345.581567453104
188572,98429.39785323845
188573,23326.03626049942
188574,40181.70762838975
188575,55072.58793057906
188576,40160.2994170817
188577,13400.566160027305
188578,32576.990558568134
188579,59919.93996352031
188580,66477.65180140153
188581,101035.39867343617
188582,32618.32595612794
188583,94365.68344466916
188584,41242.8914590587
188585,50816.35128037219
188586,43515.83566526799
188587,74055.87392870711
188588,30040.091977594573
188589,9000.0
188590,25788.41850980135
188591,27121.141591493553
188592,46159.00743451428
188593,43473.96003677275
188594,68658.48050987913
188595,35954.140777887056
188596,51843.50360631999
188597,38958.41800071693
188598,30313.840506310953
188599,14212.88502066384
188600,41578.50869408601
188601,62975.85961839486
188602,41605.58997678078
188603,105498.71980295074
188604,9000.0
188605,50188.94798252956
188606,41341.34521403945
188607,48315.70358464257
188608,11131.705172751392
188609,50609.55265840857
188610,44237.646846734824
188611,26363.32243589439
188612,88405.3603025043
188613,29057.298265400488
188614,9000.0
188615,35130.55807428208
188616,57625.31311952299
188617,45507.06499017476
188618,29335.10039533439
188619,79252.70233950773
188620,18137.61542993807
188621,36740.10719424143
188622,101978.86159557945
188623,73230.62483994018
188624,49258.902055239174
188625,35175.15069773734
188626,13398.677886239078
188627,89219.89863669305
188628,65278.69337973282
188629,26854.553979493743
188630,28001.99529452769
188631,79044.51322521777
188632,58924.094608460575
188633,54719.40406685338
188634,9000.0
188635,30807.618372320343
188636,64562.4829891121
188637,12423.08501396296
188638,41568.32014636632
188639,22109.882436269876
188640,9000.0
188641,35595.35970702778
188642,9000.0
188643,76153.4845004236
188644,74858.55279439264
188645,64031.04681399064
188646,9000.0
188647,23328.68916938546
188648,30386.73894619867
188649,45114.24756746467
188650,98162.73194060179
188651,57263.188074722304
188652,68943.52465924068
188653,76895.39316616418
188654,9000.0
188655,15266.10996916686
188656,37513.045433503095
188657,41216.437603691775
188658,9756.964747689219
188659,60883.20184967812
188660,10027.412529490148
188661,78219.0374246447
188662,9000.0
188663,19689.283888627466
188664,93929.17864917334
188665,126651.732905042
188666,29313.51201942136
188667,9000.0
188668,16957.83875399555
188669,31438.28981429634
188670,64454.242092342996
188671,23366.39688336216
188672,23475.728964130896
188673,50847.50366596857
188674,14102.746283014727
188675,9000.0
188676,55410.30472540649
188677,11529.183337858027
188678,39112.82283400043
188679,47716.11006496843
188680,55203.64660872934
188681,9000.0
188682,9955.478342123062
188683,9000.0
188684,69355.97475318912
188685,38471.1384934465
188686,90866.64910801564
188687,9000.0
188688,45983.69335362297
188689,9763.65323479682
188690,27855.096095316505
188691,59220.30983275762
188692,32186.56304735241
188693,12375.825986172054
188694,11839.360388506571
188695,41498.21977366782
188696,71640.23267624345
188697,41160.6958694866
188698,36466.29730626966
188699,59876.658965987066
188700,103765.21797654683
188701,40548.43622425577
188702,9000.0
188703,75090.83975671168
188704,50608.76934265277
188705,18905.504786749316
188706,81441.33927386721
188707,9000.0
188708,35292.907356570955
188709,13014.119391552455
188710,20621.321357031604
188711,36939.751240681166
188712,53570.535383110306
188713,43880.63304252665
188714,27356.240971430223
188715,48143.869805412665
188716,67592.71508226212
188717,10316.58030618701
188718,29884.542290153324
